Name,Index
"Beans, navy, mature seeds, cooked, boiled, without salt",173746
"Beans, navy, mature seeds, canned",173747
"Beans, pink, mature seeds, raw",173748
"Beans, pink, mature seeds, cooked, boiled, without salt",175198
"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",175199
"Beans, pinto, mature seeds, cooked, boiled, without salt",175200
"Beans, pinto, mature seeds, canned, solids and liquids",175201
"Beans, small white, mature seeds, raw",173749
"Beans, small white, mature seeds, cooked, boiled, without salt",173750
"Beans, yellow, mature seeds, raw",173751
"Beans, yellow, mature seeds, cooked, boiled, without salt",173752
"Beans, white, mature seeds, raw",175202
"Beans, white, mature seeds, cooked, boiled, without salt",175203
"Beans, white, mature seeds, canned",175204
"Broadbeans (fava beans), mature seeds, raw",175205
"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",173753
"Broadbeans (fava beans), mature seeds, canned",173754
Carob flour,173755
"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",173756
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",173757
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",175206
"Chili with beans, canned",175207
"Cowpeas, catjang, mature seeds, raw",175208
"Cowpeas, catjang, mature seeds, cooked, boiled, without salt",175209
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",173758
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",173759
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain",173760
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",173761
"Hyacinth beans, mature seeds, raw",175210
"Hyacinth beans, mature seeds, cooked, boiled, without salt",175211
"Lentils, raw",172420
"Lentils, mature seeds, cooked, boiled, without salt",172421
"Lima beans, large, mature seeds, raw",174252
"Lima beans, large, mature seeds, cooked, boiled, without salt",174253
"Lima beans, large, mature seeds, canned",174254
"Lima beans, thin seeded (baby), mature seeds, raw",174255
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",172422
"Lupins, mature seeds, raw",172423
"Lupins, mature seeds, cooked, boiled, without salt",172424
"Mothbeans, mature seeds, raw",172425
"Mothbeans, mature seeds, cooked, boiled, without salt",172426
"Mung beans, mature seeds, raw",174256
"Mung beans, mature seeds, cooked, boiled, without salt",174257
"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",174258
"Mungo beans, mature seeds, raw",174259
"Mungo beans, mature seeds, cooked, boiled, without salt",172427
"Peas, green, split, mature seeds, raw",172428
"Peas, split, mature seeds, cooked, boiled, without salt",172429
"Peanuts, all types, raw",172430
"Peanuts, all types, cooked, boiled, with salt",174260
"Peanuts, all types, oil-roasted, with salt",174261
"Peanuts, all types, dry-roasted, with salt",174262
"Peanuts, spanish, raw",174263
"Peanuts, spanish, oil-roasted, with salt",172431
"Peanuts, valencia, raw",172432
"Peanuts, valencia, oil-roasted, with salt",172433
"Peanuts, virginia, raw",172434
"Peanuts, virginia, oil-roasted, with salt",174264
"Peanut butter, chunk style, with salt",174265
"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",174266
"Peanut flour, defatted",174267
"Peanut flour, low fat",172435
"Pigeon peas (red gram), mature seeds, raw",172436
"Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",172437
"Refried beans, canned, traditional style",172438
"Bacon, meatless",172439
Meat extender,174268
"Sausage, meatless",174269
"Soybeans, mature seeds, raw",174270
"Soybeans, mature cooked, boiled, without salt",174271
"Soybeans, mature seeds, roasted, salted",172440
"Soybeans, mature seeds, dry roasted",172441
Miso,172442
Natto,172443
Tempeh,174272
"Soy flour, full-fat, raw",174273
"Soy flour, full-fat, roasted",174274
"Soy flour, defatted",174275
"Soy flour, low-fat",172444
"Soy meal, defatted, raw",172445
"Soymilk, original and vanilla, unfortified",172446
"Soy protein concentrate, produced by alcohol extraction",172447
Soy protein isolate,174276
Soy sauce made from soy and wheat (shoyu),174277
Soy sauce made from soy (tamari),174278
Soy sauce made from hydrolyzed vegetable protein,174279
"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",172448
"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",172449
"Tofu, dried-frozen (koyadofu)",172450
"Tofu, fried",172451
Okara,172452
"Tofu, salted and fermented (fuyu)",174280
"Yardlong beans, mature seeds, raw",174281
"Yardlong beans, mature seeds, cooked, boiled, without salt",174282
"Winged beans, mature seeds, raw",174283
"Winged beans, mature seeds, cooked, boiled, without salt",172453
"Hummus, home prepared",172454
"Falafel, home-prepared",172455
"Soymilk, original and vanilla, with added calcium, vitamins A and D",172456
"Lentils, pink or red, raw",174284
"Beans, kidney, red, mature seeds, canned, drained solids",174285
"Beans, pinto, canned, drained solids",174286
"Veggie burgers or soyburgers, unprepared",174287
"Peanut spread, reduced sugar",172457
"Peanut butter, smooth, reduced fat",172458
"Peanut butter, smooth, vitamin and mineral fortified",172459
"Peanut butter, chunky, vitamin and mineral fortified",172460
Chickpea flour (besan),174288
"Hummus, commercial",174289
"Tofu, extra firm, prepared with nigari",174290
"Tofu, hard, prepared with nigari",174291
"MORI-NU, Tofu, silken, soft",174292
"MORI-NU, Tofu, silken, firm",172461
"MORI-NU, Tofu, silken, extra firm",172462
"MORI-NU, Tofu, silken, lite firm",172463
"MORI-NU, Tofu, silken, lite extra firm",172464
"Soymilk, chocolate, unfortified",174293
"Peanut Butter, smooth (Includes foods for USDA's Food Distribution Program)",174294
"Soymilk, chocolate, with added calcium, vitamins A and D",174295
"Refried beans, canned, vegetarian",174296
"Refried beans, canned, fat-free",172465
"Frijoles rojos volteados (Refried beans, red, canned)",172466
"Tempeh, cooked",172467
"Vitasoy USA, Nasoya Lite Firm Tofu",172468
"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",174297
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",173762
"Vitasoy USA, Organic Nasoya Firm Tofu",173763
"Vitasoy USA, Organic Nasoya Silken Tofu",173764
"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",175212
"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",175213
"Vitasoy USA, Vitasoy Light Vanilla Soymilk",175214
"Soymilk (all flavors), unsweetened, with added calcium, vitamins A and D",175215
"Soymilk (All flavors), enhanced",173765
"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",173766
"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",173767
"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",173768
"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",173769
"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",175216
"Soymilk, chocolate, nonfat, with added calcium, vitamins A and D",175217
"SILK Plain, soymilk",175218
"SILK Vanilla, soymilk",175219
"SILK Chocolate, soymilk",173770
"SILK Light Plain, soymilk",173771
"SILK Light Vanilla, soymilk",173772
"SILK Light Chocolate, soymilk",173773
"SILK Plus Omega-3 DHA, soymilk",175220
"SILK Plus for Bone Health, soymilk",175221
"SILK Plus Fiber, soymilk",175222
"SILK Unsweetened, soymilk",175223
"SILK Very Vanilla, soymilk",173774
"SILK Nog, soymilk",173775
"SILK Chai, soymilk",173776
"SILK Mocha, soymilk",173777
"SILK Coffee, soymilk",175224
SILK Vanilla soy yogurt (family size),175225
SILK Vanilla soy yogurt (single serving size),175226
SILK Plain soy yogurt,175227
SILK Strawberry soy yogurt,175228
SILK Raspberry soy yogurt,173778
SILK Peach soy yogurt,173779
SILK Black Cherry soy yogurt,173780
SILK Blueberry soy yogurt,173781
SILK Key Lime soy yogurt,175229
SILK Banana-Strawberry soy yogurt,175230
SILK Original Creamer,175231
SILK French Vanilla Creamer,175232
SILK Hazelnut Creamer,173782
"Vitasoy USA Organic Nasoya, Soft Tofu",173783
"Vitasoy USA Nasoya, Lite Silken Tofu",173784
"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",173785
"Vitasoy USA Organic Nasoya, Tofu Plus Firm",175233
"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",175234
"Vitasoy USA Azumaya, Extra Firm Tofu",175235
"Vitasoy USA Azumaya, Firm Tofu",175236
"Vitasoy USA Azumaya, Silken Tofu",173786
HOUSE FOODS Premium Soft Tofu,173787
HOUSE FOODS Premium Firm Tofu,173788
"Beans, adzuki, mature seed, cooked, boiled, with salt",173789
"Beans, black, mature seeds, cooked, boiled, with salt",175237
"Beans, black, mature seeds, canned, low sodium",175238
"Beans, black turtle, mature seeds, cooked, boiled, with salt",175239
"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",175240
"Beans, french, mature seeds, cooked, boiled, with salt",175241
"Beans, great northern, mature seeds, cooked, boiled, with salt",173790
"Beans, great northern, mature seeds, canned, low sodium",173791
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",173792
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",173793
"Beans, kidney, red, mature seeds, cooked, boiled, with salt",175242
"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",175243
"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",175244
"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",175245
"Beans, navy, mature seeds, cooked, boiled, with salt",173794
"Beans, pink, mature seeds, cooked, boiled, with salt",173795
"Beans, pinto, mature seeds, cooked, boiled, with salt",173796
"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",173797
"Beans, small white, mature seeds, cooked, boiled, with salt",175246
"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",175247
"Beans, yellow, mature seeds, cooked, boiled, with salt",175248
"Beans, white, mature seeds, cooked, boiled, with salt",175249
"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",173798
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",173799
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",173800
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",173801
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",175250
"Cowpeas, catjang, mature seeds, cooked, boiled, with salt",175251
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, with salt",175252
"Hyacinth beans, mature seeds, cooked, boiled, with salt",175253
"Lentils, mature seeds, cooked, boiled, with salt",175254
"Lima beans, large, mature seeds, cooked, boiled, with salt",173802
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",173803
"Lupins, mature seeds, cooked, boiled, with salt",173804
"Mothbeans, mature seeds, cooked, boiled, with salt",173805
"Mung beans, mature seeds, cooked, boiled, with salt",175255
"Mungo beans, mature seeds, cooked, boiled, with salt",175256
"Peas, split, mature seeds, cooked, boiled, with salt",175257
"Peanuts, all types, oil-roasted, without salt",175258
"Peanuts, all types, dry-roasted, without salt",173806
"Peanuts, spanish, oil-roasted, without salt",173807
"Peanuts, valencia, oil-roasted, without salt",173808
"Peanuts, virginia, oil-roasted, without salt",173809
"Peanut butter, chunk style, without salt",172469
"Peanut butter, smooth style, without salt",172470
"Peanut butter with omega-3, creamy",172471
"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",172472
"Refried beans, canned, traditional, reduced sodium",174298
"Soybeans, mature seeds, cooked, boiled, with salt",174299
"Soybeans, mature seeds, roasted, no salt added",174300
"Soy protein concentrate, produced by acid wash",174301
"Soy protein isolate, potassium type",174302
"Soy sauce made from soy and wheat (shoyu), low sodium",172473
"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",172474
"Tofu, raw, firm, prepared with calcium sulfate",172475
"Tofu, raw, regular, prepared with calcium sulfate",172476
"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",174303
"Tofu, fried, prepared with calcium sulfate",174304
"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",174305
"Yardlong beans, mature seeds, cooked, boiled, with salt",174306
"Winged beans, mature seeds, cooked, boiled, with salt",172477
"Veal, Australian, rib, rib roast, separable lean only, raw",172478
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172479
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",172480
"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw",174307
"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, cooked",174308
"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",174309
"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",174310
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172481
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",172482
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",172483
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",172484
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",174311
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174312
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",174313
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",174314
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",174315
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",172485
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",172486
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",172487
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172488
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174316
"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",174317
"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",174318
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",174319
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",172489
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",172490
